Divisao;Unidade;Código Cliente;Projeto Financeiro;Mês base;Dono de Carteira;Segmento
M822;Y416;358073;172205;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;C0105;345378;133036;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;C0107;430507;184036;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;EA114;357935;172097;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;FA117;357974;172106;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M822;U411;350919;166476;30/04/2024;ASSESSORIA TW - GUILHERME;Mediacao
M822;Z401;348060;165888;30/04/2024;ASSESSORIA TW - GUILHERME;AF
M916;AA103;403451;177696;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;C0111;302662;128487;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M916;CA113;361749;181616;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;HA103;345788;164130;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;HA124;353024;175593;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
M916;JA111;207550;178810;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;T113;349668;166926;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M916;TA124;354369;170005;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;VA114;406113;178708;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M952;B110;427119;182948;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M952;C108;296274;123217;30/04/2024;SEM DONO DE CARTEIRA;Liminar
M916;FA118;352947;169056;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
M916;HA118;344828;180500;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
M916;IA128;387219;176008;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
M916;JA117;277709;109156;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
M916;JA118;277709;109122;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
M916;MA124;324223;166332;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;O113;423891;107910;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
M916;RA102;406455;110501;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;RA124;310058;134612;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
M916;SA116;301385;127332;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
M916;TA123;319172;142175;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;X111;277644;109072;30/04/2024;ASSESSORIA - VM RECOVERY;Mediacao
M916;XA112;424267;181701;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;M522;429641;183595;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
LD16;M529;429395;183403;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;N504;349044;183060;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;N507;353648;180784;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;N508;427222;182874;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;N509;418802;181209;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;N513;426934;182728;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;N516;418607;180811;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;O516;418269;180751;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;O517;277114;180964;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;O518;419544;181298;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;O523;419311;181339;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LD16;P502;419546;181239;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;P506;429543;183525;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;Q511;419281;180761;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;Q515;276462;181049;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;Q517;418798;181122;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;R507;431597;184158;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;R518;418470;180921;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;S501;431538;184124;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;S502;430956;184125;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;S512;418432;181302;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LD16;S518;418880;180804;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;S521;422818;181329;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;T518;429598;183713;30/04/2024;COBRANÇA INTERNA - LUIZ;Ato
LD16;T521;429598;183923;30/04/2024;COBRANÇA INTERNA - LUIZ;Ato
LD16;U508;418800;180759;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;U512;423056;180928;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;U514;419302;181270;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
LD16;V508;426972;182754;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;V510;419303;181196;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;V521;426342;182407;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;V523;427397;182915;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;V524;429699;183663;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;V526;391771;183612;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;V528;429398;183383;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;W511;424254;181715;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;X506;363500;180734;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;X508;419174;181203;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;X514;422932;180781;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;X518;427210;182877;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;X528;411146;181363;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;X531;426312;182429;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LD16;Y507;427382;182921;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;Y508;354793;182905;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LD16;Y518;418361;180760;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;Y523;418585;180814;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LD16;Y527;429453;183460;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE22;E107;430246;183671;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;E108;430609;184027;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;E123;430555;183950;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
LE22;G119;430234;183687;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;I102;430277;183659;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;J102;430563;184153;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
LE22;M101;430564;184028;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;M113;430290;183658;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;N101;430224;183682;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;N102;431641;184202;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;N111;430555;183951;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
LE22;P102;430228;183904;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE22;P110;430555;183948;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
LE22;Q108;430545;183941;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE56;MU0110;359029;182872;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE56;MU0310;300635;182553;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE56;MU0315;426533;182524;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE56;MU0404;403947;182514;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE56;MU0406;426456;182528;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE56;MU0502;426580;182565;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE62;C305;431581;184165;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE62;C311;430630;183979;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE62;D301;431710;184248;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE62;D307;430755;184046;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
LE62;D310;431532;184170;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
LE62;E302;403470;183774;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LE62;F301;430453;183811;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE62;F306;430442;184018;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LE62;G307;431543;184169;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE62;G309;403263;183899;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE62;H301;403314;183895;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LE62;H307;430935;184093;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LF33;AW10;428184;183271;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF33;AW12;427890;183168;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF33;E03;428138;183264;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF33;E04;428069;183123;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF43;AU11;429671;183578;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF43;AU12;427799;183332;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF43;F12;428213;183245;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF43;T18;428242;183310;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;AO01;427966;183232;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;AO03;428792;183326;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;AO05;427959;183323;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;I05;427878;183094;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;I09;427934;183092;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;U13;429492;183536;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;U17;427924;183203;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;U18;427618;183298;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;U20;427950;183124;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;U21;427842;183171;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF53;U22;430668;183964;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF73;U04;430710;184213;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;AA501;430332;183958;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;BA501;429717;183650;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LF96;CA503;429782;183583;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LF96;CA506;429782;183580;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LF96;D506;430221;183653;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;DA503;275499;183803;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;DA504;275499;183679;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;E511;426866;183821;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;EA501;300321;183586;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;EA504;405696;183837;30/04/2024;ASSESSORIA - VM RECOVERY;Em Dia
LF96;EA507;408158;183700;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
LF96;EA512;430507;184035;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;J506;426861;183717;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;L525;429465;183743;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;O520;429749;183719;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;O521;430617;183955;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;P525;431601;184162;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;Q521;430055;183765;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
LF96;R510;430380;183722;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;R523;362331;183584;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;S512;430428;183788;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LF96;S522;429734;183697;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
LF96;U502;308432;183638;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;U507;403824;183576;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;U510;429755;183614;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;W517;430803;184103;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;X508;429765;183596;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;X512;429718;183712;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
LF96;Y505;429774;183768;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
LF96;Y506;403781;183874;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M092;A11;349701;108271;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
M092;AH16;342502;161453;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
M092;CO0103;350408;173985;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M092;CO0203;349061;128518;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M092;F05;173588;109957;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
M092;H03;350114;167193;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M092;H08;347003;107808;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M092;I07;423737;107313;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M092;K11;340528;112124;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M092;MU0101;350408;167299;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M092;MU0301;350408;167300;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M092;MU0309;350408;167320;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M092;MU0606;350408;167324;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M092;MU0608;350408;167333;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M092;MU0611;350408;167328;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M092;O11;357174;171367;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
M092;V01;348957;184008;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
M092;Z02;416358;171214;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M152;H312;243572;82436;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M192;B212;359532;173129;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M192;N113;349719;167355;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M192;V121;359582;173038;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M192;X116;341745;160721;30/04/2024;SEM DONO DE CARTEIRA;Liminar
M322;Q0207;334474;154934;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M322;Q0519;344112;162814;30/04/2024;COBRANÇA INTERNA - NAYARA;Em Dia
M322;Q0525;343512;162252;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
M322;Q0535;252413;89614;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M322;Q1509;343555;162283;30/04/2024;COBRANÇA INTERNA - RAFAELA;Mediacao
M322;Q1919;306827;164029;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M330;B07;318793;142085;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
M330;E08;318972;142025;30/04/2024;ASSESSORIA TW - DULCE;AF
M330;F13;403671;177996;30/04/2024;ASSESSORIA TW - GUILHERME;AF
M330;F20;358882;172638;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M330;G02;344072;162794;30/04/2024;ASSESSORIA TW - DULCE;AF
M330;G05;341811;160813;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M330;H06;356108;170789;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
M330;K13;430678;184012;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M330;L03;332204;152987;30/04/2024;ASSESSORIA TW - DULCE;AF
M330;O03;323550;146363;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M330;O04;323550;145880;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M330;P09;352709;168850;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M330;P10;425134;181898;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M330;Q12;321510;144114;30/04/2024;ASSESSORIA TW - DULCE;AF
M330;R07;318446;141568;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
M330;R18;405922;178630;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M330;S20;362900;174794;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
M330;T14;354843;170257;30/04/2024;COBRANÇA INTERNA - NAYARA;Amigavel
M330;T22;390054;176866;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
M330;T33;353895;170134;30/04/2024;ASSESSORIA TW - DULCE;AF
M372;L06;331354;162983;30/04/2024;ASSESSORIA TW - DULCE;AF
M372;S01;331354;155078;30/04/2024;ASSESSORIA TW - DULCE;AF
M422;A01;272784;105498;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
M422;A10;352540;173702;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
M632;Q0114;348633;166272;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
M632;Q0308;350458;145490;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M632;Q0702;346265;164484;30/04/2024;ASSESSORIA TW - GUILHERME;Mediacao
M632;Q0803;315054;138776;30/04/2024;COBRANÇA INTERNA - LUIZ;Preventivo
M632;Q1410;346203;164421;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M632;Q1413;348685;166312;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
M692;AB09;293637;121183;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M692;AC06;345661;164024;30/04/2024;SEM DONO DE CARTEIRA;Liminar
M692;AE01;354218;169971;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M692;AH17;351303;167911;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
M692;AI08;350503;167381;30/04/2024;SEM DONO DE CARTEIRA;Liminar
M692;AL04;339617;159128;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M692;B03;387587;176413;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M692;B18;346351;164535;30/04/2024;ASSESSORIA TW - DULCE;AF
M692;F01;347516;165508;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
M692;H08;265826;100235;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M692;H12;332445;153200;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M692;I03;348702;166330;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M692;I05;304278;129759;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
M692;I17;345020;163526;30/04/2024;ASSESSORIA TW - GUILHERME;Mediacao
M692;J05;350592;167391;30/04/2024;SEM DONO DE CARTEIRA;Liminar
M692;L05;358639;172449;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M692;N04;344932;163474;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M692;O03;305994;131207;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
M692;Q04;347635;165584;30/04/2024;ASSESSORIA TW - GUILHERME;Mediacao
M692;R14;340212;159197;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M692;U04;350224;167226;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M692;U14;353816;169451;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M692;V01;264345;121882;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M692;V07;345923;164231;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
M692;Z01;353107;169469;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M752;D105;290163;118788;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M752;N113;406504;178890;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M752;O109;430211;183741;30/04/2024;COBRANÇA INTERNA - NAYARA;Ato
M782;A112;360652;173633;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M782;D109;360977;173764;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M782;F118;357396;172035;30/04/2024;COBRANÇA INTERNA - NAYARA;AF
M782;I124;362411;174533;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado A/F
M782;L109;329250;175559;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M782;M120;357962;172230;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M782;M121;357385;171619;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M782;O143;364290;175169;30/04/2024;COBRANÇA INTERNA - NAYARA;AF
M782;S104;358986;173128;30/04/2024;COBRANÇA INTERNA – AXIS;Em Dia
M822;G416;408115;179812;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M822;N405;346639;164719;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
M822;N407;347928;165788;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M822;W401;352441;168769;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M822;Y401;348650;166282;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M822;Y409;408082;179773;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M822;Z411;347926;165785;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M822;Z413;348054;165881;30/04/2024;ASSESSORIA - VM RECOVERY;AF
M916;C0202;308198;133034;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
M916;C108;222177;119955;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
M916;DA106;409428;180490;30/04/2024;COBRANÇA INTERNA - NAYARA;Preventivo
M916;E113;356750;171054;30/04/2024;ASSESSORIA TW - GUILHERME;Amigavel
M916;H115;344493;163356;30/04/2024;SEM DONO DE CARTEIRA;Liminar
M916;I112;339339;158854;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;IA113;357442;171465;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
M916;JA115;277709;109119;30/04/2024;COBRANÇA INTERNA - LUIZ;Amigavel
M916;L113;426287;165690;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
M916;LA105;386307;175553;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;M111;78005;174416;30/04/2024;SEM DONO DE CARTEIRA;Em Dia
M916;PA120;407608;179518;30/04/2024;COBRANÇA INTERNA - RAFAELA;Preventivo
M916;RA104;252988;107709;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M916;RA105;252988;107707;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
M916;T103;278415;109696;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
M916;UA106;345342;163780;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;V111;56906;175519;30/04/2024;COBRANÇA INTERNA - LUIZ;Em Dia
M916;VA122;302059;127956;30/04/2024;SEM DONO DE CARTEIRA;Liminar
M916;XA114;317766;125949;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
M916;XA115;317766;126013;30/04/2024;COBRANÇA INTERNA - RAFAELA;Em Dia
K382;U09;349252;166709;30/04/2024;ASSESSORIA - VM RECOVERY;Securitizado
K382;U10;349252;166710;30/04/2024;ASSESSORIA - VM RECOVERY;Securitizado
KB82;H413;320620;163724;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
KB82;L420;320620;143371;30/04/2024;ASSESSORIA - VM RECOVERY;Em Dia
L36X;I06;426019;182623;30/04/2024;ASSESSORIA - VM RECOVERY;Em Dia
L36X;S02;426019;182259;30/04/2024;ASSESSORIA - VM RECOVERY;Em Dia
L36X;Z19;426019;182221;30/04/2024;ASSESSORIA - VM RECOVERY;Amigavel
K33X;AA118;423925;182724;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
K33X;W110;423925;184328;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
KB82;D405;309215;181416;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
KB82;D424;309215;181543;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
L42X;260182;408430;183930;30/04/2024;COBRANÇA INTERNA - THAIS;Ato
L42X;330356;408430;180225;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
L42X;390095;408430;144373;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
L902;C0107;268439;182244;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
L902;C0108;268439;182243;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
L902;C0113;268439;181975;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
KB82;B405;426073;183545;30/04/2024;COBRANÇA INTERNA - THAIS;Amigavel
KB82;C404;426073;182368;30/04/2024;COBRANÇA INTERNA - THAIS;Amigavel
M012;F311;426073;182634;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
K01W;CS303;51927;RI650780;30/04/2024;COBRANÇA INTERNA - THAIS;Amigavel
K01W;CS304;50039;RI650782;30/04/2024;COBRANÇA INTERNA - THAIS;Amigavel
K01X;E409;424237;181674;30/04/2024;COBRANÇA INTERNA - THAIS;Em Dia
K01X;E410;144657;21793;30/04/2024;SEM DONO DE CARTEIRA;Liminar
K01X;G108;43110;RI630091;30/04/2024;SEM DONO DE CARTEIRA;Exclusão
K01X;H430;41672;RI630203;30/04/2024;ASSESSORIA TW - DULCE;Amigavel
K02X;Q0102;242556;81654;30/04/2024;COBRANÇA INTERNA – AXIS;Securitizado
